datetime,target,configuration,data_set,schema,world_size,com_interval,runtime_ms,runtime_vi_ms,rss_max_rank0_kb,rss_sum_all_kb,rss_min_all_kb,rss_max_all_kb,steps_total,eps_global,jdiff_maxnorm,jdiff_l2norm,jdiff_mse
2022-01-23_15:35:10,nuc,../automation/jobs/gen/ds/small/21_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,4,32,17087,14812,33464,133208,33036,33464,1984,0.000000,0.003906,0.177185,0.000000
2022-01-23_15:35:34,nuc,../automation/jobs/gen/ds/small/22_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,4,32,17189,14799,44792,131532,26252,44792,1984,0.000000,0.003906,0.177185,0.000000
2022-01-23_15:35:58,nuc,../automation/jobs/gen/ds/small/23_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,4,32,17215,14918,33508,132216,32652,33508,1984,0.000000,0.003906,0.177185,0.000000
2022-01-23_15:36:22,nuc,../automation/jobs/gen/ds/small/24_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,4,64,28469,26207,33156,132968,33104,33492,3968,0.000000,0.003906,0.177200,0.000000
2022-01-23_15:36:58,nuc,../automation/jobs/gen/ds/small/25_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,4,64,28614,26226,44676,131432,26356,44676,3968,0.000000,0.003906,0.177200,0.000000
2022-01-23_15:37:33,nuc,../automation/jobs/gen/ds/small/26_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,4,64,28587,26296,33388,132680,33076,33388,3968,0.000000,0.003906,0.177200,0.000000
2022-01-23_15:38:08,nuc,../automation/jobs/gen/ds/small/6_MpiViSchema01_1.yaml,/data/data_small/,MpiViSchema01,4,1,7941,5666,33720,133624,32964,33720,264,0.000000,0.003906,0.177200,0.000000
2022-01-23_15:38:17,nuc,../automation/jobs/gen/ds/small/7_MpiViSchema02_1.yaml,/data/data_small/,MpiViSchema02,4,1,7958,5529,44656,131948,26600,44656,264,0.000000,0.003906,0.177200,0.000000
2022-01-23_15:38:31,nuc,../automation/jobs/gen/ds/small/8_MpiViSchema03_1.yaml,/data/data_small/,MpiViSchema03,4,1,8327,6050,33460,132508,32964,33460,264,0.000000,0.003906,0.177200,0.000000
2022-01-23_15:38:40,nuc,../automation/jobs/gen/ds/small/9_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,4,2,7346,5048,33756,133464,33096,33756,292,0.000000,0.003906,0.177200,0.000000
