datetime,target,configuration,data_set,schema,world_size,com_interval,runtime_ms,runtime_vi_ms,rss_max_rank0_kb,rss_sum_all_kb,rss_min_all_kb,rss_max_all_kb,steps_total,eps_global,jdiff_maxnorm,jdiff_l2norm,jdiff_mse
2022-01-23_20:36:35,rpi,../automation/jobs/gen/ds/small/23_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,8,64,57094,56917,32560,254108,31516,32560,5000,0.001953,1.006348,10.552239,0.001113
2022-01-23_20:40:50,rpi,../automation/jobs/gen/ds/small/6_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,8,2,10239,10076,32668,253672,31344,32668,310,0.000000,0.019531,0.291401,0.000001
2022-01-23_20:44:20,rpi,../automation/jobs/gen/ds/small/7_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,8,2,9447,9103,42824,221180,23152,42824,310,0.000000,0.019531,0.291401,0.000001
2022-01-23_20:47:45,rpi,../automation/jobs/gen/ds/small/8_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,8,2,9941,9779,32788,254496,31536,32788,310,0.000000,0.019531,0.291401,0.000001
2022-01-23_20:51:05,rpi,../automation/jobs/gen/ds/small/9_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,8,4,11135,10963,32676,253880,31412,32676,480,0.000000,0.021973,0.259605,0.000001
2022-01-23_20:54:25,rpi,../automation/jobs/gen/ds/small/10_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,12,4,10203,9810,42916,318440,22924,42916,528,0.000000,0.091309,0.887874,0.000008
2022-01-23_20:57:51,rpi,../automation/jobs/gen/ds/small/11_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,12,4,10751,10558,33052,381428,31520,33052,528,0.000000,0.091309,0.887874,0.000008
2022-01-23_21:01:25,rpi,../automation/jobs/gen/ds/small/12_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,12,8,14776,14570,32844,381020,31468,32844,1016,0.000000,0.056152,0.609761,0.000004
2022-01-23_21:04:57,rpi,../automation/jobs/gen/ds/small/13_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,12,8,14643,14249,42860,317276,22732,42860,1016,0.000000,0.056152,0.609761,0.000004
2022-01-23_21:08:27,rpi,../automation/jobs/gen/ds/small/14_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,12,8,15396,15186,32848,381840,31396,32848,1016,0.000000,0.056152,0.609761,0.000004
2022-01-23_21:12:00,rpi,../automation/jobs/gen/ds/small/15_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,12,16,21839,21633,32876,380568,31472,32876,1888,0.000000,0.092773,1.101866,0.000012
2022-01-23_21:15:40,rpi,../automation/jobs/gen/ds/small/16_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,12,16,22186,21785,42852,317352,22928,42852,1888,0.000000,0.092773,1.101866,0.000012
2022-01-23_21:19:20,rpi,../automation/jobs/gen/ds/small/17_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,12,16,22759,22552,33124,382420,31596,33124,1888,0.000000,0.092773,1.101866,0.000012
2022-01-23_21:22:59,rpi,../automation/jobs/gen/ds/small/18_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,12,32,40563,40360,32724,380640,31444,32724,3936,0.000000,0.047852,0.563049,0.000003
2022-01-23_21:26:57,rpi,../automation/jobs/gen/ds/small/19_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,12,32,39783,39369,42928,317080,22864,42928,3936,0.000000,0.047852,0.563049,0.000003
2022-01-23_21:30:53,rpi,../automation/jobs/gen/ds/small/20_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,12,32,40609,40399,33092,381760,31592,33092,3936,0.000000,0.047852,0.563049,0.000003
2022-01-23_21:34:51,rpi,../automation/jobs/gen/ds/small/21_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,12,64,47477,47276,32284,380052,31424,32284,5000,0.004395,5.789062,89.892120,0.080806
2022-01-23_21:38:55,rpi,../automation/jobs/gen/ds/small/22_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,12,64,48047,47578,42872,317920,23044,42872,5000,0.004395,5.789062,89.892120,0.080806
2022-01-23_21:43:01,rpi,../automation/jobs/gen/ds/small/23_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,12,64,49063,48852,32868,381076,31448,32868,5000,0.004395,5.789062,89.892120,0.080806
2022-01-23_21:47:05,rpi,../automation/jobs/gen/ds/small/6_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,12,2,7859,7650,33036,380676,31432,33036,316,0.000000,0.087891,0.976927,0.000010
2022-01-23_21:50:25,rpi,../automation/jobs/gen/ds/small/7_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,12,2,8201,7814,42620,316948,22828,42620,316,0.000000,0.087891,0.976927,0.000010
2022-01-23_21:53:53,rpi,../automation/jobs/gen/ds/small/8_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,12,2,9066,8871,33320,382660,31624,33320,316,0.000000,0.087891,0.976927,0.000010
2022-01-23_21:57:19,rpi,../automation/jobs/gen/ds/small/9_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,12,4,10125,9912,32808,380364,31428,32808,528,0.000000,0.091309,0.887874,0.000008
2022-01-23_22:00:48,rpi,../automation/jobs/gen/ds/small/10_MpiViSchema02_4.yaml,/data/data_small/,MpiViSchema02,16,4,10931,10514,42740,413768,22732,42740,528,0.000000,0.091309,0.887876,0.000008
2022-01-23_22:04:16,rpi,../automation/jobs/gen/ds/small/11_MpiViSchema03_4.yaml,/data/data_small/,MpiViSchema03,16,4,12152,11905,32800,509760,31460,32800,528,0.000000,0.091309,0.887876,0.000008
2022-01-23_22:07:46,rpi,../automation/jobs/gen/ds/small/12_MpiViSchema01_8.yaml,/data/data_small/,MpiViSchema01,16,8,15465,15210,33112,509000,31548,33112,1016,0.000000,0.056152,0.609761,0.000004
2022-01-23_22:11:24,rpi,../automation/jobs/gen/ds/small/13_MpiViSchema02_8.yaml,/data/data_small/,MpiViSchema02,16,8,15579,15066,43008,414068,22776,43008,1016,0.000000,0.056152,0.609761,0.000004
2022-01-23_22:14:56,rpi,../automation/jobs/gen/ds/small/14_MpiViSchema03_8.yaml,/data/data_small/,MpiViSchema03,16,8,16617,16363,33060,509656,31440,33060,1016,0.000000,0.056152,0.609761,0.000004
2022-01-23_22:18:29,rpi,../automation/jobs/gen/ds/small/15_MpiViSchema01_16.yaml,/data/data_small/,MpiViSchema01,16,16,23522,23269,32836,508544,31520,32836,1888,0.000000,0.092773,1.101867,0.000012
2022-01-23_22:22:11,rpi,../automation/jobs/gen/ds/small/16_MpiViSchema02_16.yaml,/data/data_small/,MpiViSchema02,16,16,23619,23161,42856,414816,22828,42856,1888,0.000000,0.092773,1.101867,0.000012
2022-01-23_22:25:52,rpi,../automation/jobs/gen/ds/small/17_MpiViSchema03_16.yaml,/data/data_small/,MpiViSchema03,16,16,24471,24219,33228,509420,31584,33228,1888,0.000000,0.092773,1.101867,0.000012
2022-01-23_22:29:35,rpi,../automation/jobs/gen/ds/small/18_MpiViSchema01_32.yaml,/data/data_small/,MpiViSchema01,16,32,42948,42706,32972,509224,31588,32972,3936,0.000000,0.047852,0.563049,0.000003
2022-01-23_22:33:33,rpi,../automation/jobs/gen/ds/small/19_MpiViSchema02_32.yaml,/data/data_small/,MpiViSchema02,16,32,42238,41762,43024,414124,22800,43024,3936,0.000000,0.047852,0.563049,0.000003
2022-01-23_22:37:31,rpi,../automation/jobs/gen/ds/small/20_MpiViSchema03_32.yaml,/data/data_small/,MpiViSchema03,16,32,43472,43216,32852,509080,31512,32852,3936,0.000000,0.047852,0.563049,0.000003
2022-01-23_22:43:49,rpi,../automation/jobs/gen/ds/small/21_MpiViSchema01_64.yaml,/data/data_small/,MpiViSchema01,16,64,52407,52158,32728,508440,31496,32728,5000,0.004395,5.789062,90.085281,0.081154
2022-01-23_22:49:16,rpi,../automation/jobs/gen/ds/small/22_MpiViSchema02_64.yaml,/data/data_small/,MpiViSchema02,16,64,51678,51204,42864,414624,22908,42864,5000,0.004395,5.789062,90.085281,0.081154
2022-01-23_22:53:25,rpi,../automation/jobs/gen/ds/small/23_MpiViSchema03_64.yaml,/data/data_small/,MpiViSchema03,16,64,52136,51880,32908,509436,31448,32908,5000,0.004395,5.789062,90.085281,0.081154
2022-01-23_22:57:33,rpi,../automation/jobs/gen/ds/small/6_MpiViSchema01_2.yaml,/data/data_small/,MpiViSchema01,16,2,8564,8277,33016,508340,31508,33016,316,0.000000,0.087891,0.977105,0.000010
2022-01-23_23:00:52,rpi,../automation/jobs/gen/ds/small/7_MpiViSchema02_2.yaml,/data/data_small/,MpiViSchema02,16,2,8542,8098,43080,414288,22872,43080,316,0.000000,0.087891,0.977105,0.000010
2022-01-23_23:04:23,rpi,../automation/jobs/gen/ds/small/8_MpiViSchema03_2.yaml,/data/data_small/,MpiViSchema03,16,2,9856,9608,33192,509936,31392,33192,316,0.000000,0.087891,0.977105,0.000010
2022-01-23_23:07:50,rpi,../automation/jobs/gen/ds/small/9_MpiViSchema01_4.yaml,/data/data_small/,MpiViSchema01,16,4,10777,10532,32856,508344,31484,32856,528,0.000000,0.091309,0.887876,0.000008
